Airline,Name,Country,0,1,2,Number Countries,Favorite Airport ID,Favorite Airport Name,Favorite Airport City,Favorite Airport Country
WJ,WebJet Linhas A,Brazil,26.0,0.0,0.0,1,94.0,Natashquan,Natashquan,Canada
WM,Windward Islands Airways,Netherlands Antilles,25.0,0.0,0.0,8,2899.0,Princess Juliana Intl,Philipsburg,Netherlands Antilles
WN,Southwest Airlines,United States,703.0,394.0,48.0,7,3747.0,Chicago Midway Intl,Chicago,United States
WP,Island Air (WP),United States,6.0,0.0,0.0,1,3728.0,Honolulu Intl,Honolulu,United States
WS,WestJet,Canada,131.0,140.0,70.0,18,193.0,Lester B Pearson Intl,Toronto,Canada
WU,Wizz Air Ukraine,Ukraine,24.0,18.0,0.0,9,2944.0,Zhuliany Intl,Kiev,Ukraine
WW,bmibaby,United Kingdom,0.0,8.0,2.0,6,16.0,Keflavik International Airport,Keflavik,Iceland
WX,CityJet,Ireland,30.0,0.0,0.0,8,503.0,City,London,United Kingdom
WY,Oman Air,Oman,28.0,48.0,22.0,28,2194.0,Seeb Intl,Muscat,Oman
X3,TUIfly,Germany,37.0,131.0,58.0,8,340.0,Frankfurt Main,Frankfurt,Germany
X7,Chitaavia,Russia,2.0,0.0,0.0,1,3576.0,Miami Intl,Miami,United States
XK,Corse-Mediterranee,France,42.0,0.0,0.0,3,1321.0,Poretta,Bastia,France
XL,Aerolane,Ecuador,8.0,2.0,4.0,2,2673.0,Jose Joaquin De Olmedo Intl,Guayaquil,Ecuador
XQ,SunExpress,Turkey,21.0,78.0,0.0,9,1706.0,Adnan Menderes,Izmir,Turkey
XV,BVI Airways,British Virgin Islands,6.0,0.0,0.0,3,2877.0,Melville Hall,Dominica,Dominica
XY,Nas Air,Saudi Arabia,68.0,28.0,14.0,12,2072.0,King Abdulaziz Intl,Jeddah,Saudi Arabia
Y4,Volaris,Mexico,93.0,102.0,2.0,2,1847.0,General Abelardo L Rodriguez Intl,Tijuana,Mexico
Y5,Asia Wings,Kazakhstan,2.0,2.0,0.0,3,3239.0,Yangon Intl,Yangon,Burma
Y7,NordStar Airlines,Russia,27.0,28.0,19.0,6,4374.0,Emelyanovo,Krasnoyarsk,Russia
Y8,Marusya Airways,Russia,30.0,0.0,0.0,1,2613.0,Leite Lopes,Ribeirao Preto,Brazil
Y9,Kish Air,Iran,23.0,0.0,0.0,2,2109.0,Kish Island,Kish Island,Iran
YC,Ciel Canadien,Canada,36.0,24.0,0.0,3,4111.0,Roschino,Tyumen,Russia
YI,TUR Avrupa Hava YollarÄ±,Turkey,27.0,0.0,0.0,6,2883.0,Cyril E King,St. Thomas,Virgin Islands
YK,Cyprus Turkish Airlines,Turkey,8.0,20.0,6.0,4,2912.0,Manas,Bishkek,Kyrgyzstan
YM,Montenegro Airlines,Montenegro,20.0,6.0,0.0,10,1741.0,Podgorica,Podgorica,Montenegro
YO,TransHolding System,Brazil,2.0,2.0,0.0,4,238.0,Oued Irara,Hassi Messaoud,Algeria
YQ,Polet Airlines (Priv),Russia,12.0,2.0,0.0,4,2987.0,Chertovitskoye,Voronezh,Russia
YR,SENIC AIRLINES,United States,2.0,0.0,0.0,1,4124.0,Page Municipal Airport,Page,United States
YT,Yeti Airways,Nepal,16.0,0.0,0.0,1,3125.0,Tribhuvan Intl,Kathmandu,Nepal
Z2,Zest Air,Philippines,18.0,12.0,2.0,6,2397.0,Ninoy Aquino Intl,Manila,Philippines
Z3,Avient Aviation,Zimbabwe,10.0,0.0,0.0,1,3808.0,Ketchikan Intl,Ketchikan,United States
Z4,Zoom Airlines,Canada,8.0,0.0,2.0,5,3989.0,Erbil Intl,Erbil,Iraq
Z6,ZABAIKAL AIRLINES,Russia,20.0,0.0,0.0,6,2941.0,Dnipropetrovsk Intl,Dnepropetrovsk,Ukraine
Z8,Amaszonas,Bolivia,36.0,0.0,0.0,3,2762.0,El Alto Intl,La Paz,Bolivia
Z9,Flightlink Tanzania,Tanzania,6.0,2.0,0.0,1,2908.0,Almaty,Alma-ata,Kazakhstan
ZB,Air Bourbon,Reunion,38.0,126.0,46.0,14,469.0,Birmingham,Birmingham,United Kingdom
ZE,Eastar Jet,South Korea,16.0,2.0,4.0,7,3930.0,Incheon Intl,Seoul,South Korea
ZH,Shenzhen Airlines,China,609.0,200.0,2.0,9,3364.0,Capital Intl,Beijing,China
ZI,Aigle Azur,France,52.0,18.0,2.0,6,1386.0,Orly,Paris,France
ZK,Great Lakes Airlines,United States,61.0,0.0,0.0,1,3751.0,Denver Intl,Denver,United States
ZL,Regional Express,Australia,86.0,2.0,0.0,1,3361.0,Sydney Intl,Sydney,Australia
ZM,Apache Air,United States,2.0,2.0,0.0,2,2912.0,Manas,Bishkek,Kyrgyzstan
